sex,country,year,age,generation,suicides_no,population,suicides/100k pop,Suma - HDI for year,Suma -  gdp_for_year ($) ,Suma - gdp_per_capita ($)
male,Saint Vincent and Grenadines,1998,15-24 years,3,0,11181,0,,373619852,3874
male,Saint Vincent and Grenadines,1998,25-34 years,3,3,8852,"33,89",,373619852,3874
male,Saint Vincent and Grenadines,1998,35-54 years,1,4,10556,"37,89",,373619852,3874
male,Saint Vincent and Grenadines,1998,5-14 years,5,0,11920,0,,373619852,3874
male,Saint Vincent and Grenadines,1998,55-74 years,6,2,4684,"42,7",,373619852,3874
male,Saint Vincent and Grenadines,1998,75+ years,2,1,1251,"79,94",,373619852,3874
male,Saint Vincent and Grenadines,1999,15-24 years,3,0,11093,0,,390719148,4041
male,Saint Vincent and Grenadines,1999,25-34 years,3,0,8736,0,,390719148,4041
male,Saint Vincent and Grenadines,1999,35-54 years,1,4,11082,"36,09",,390719148,4041
male,Saint Vincent and Grenadines,1999,5-14 years,5,1,11747,"8,51",,390719148,4041
male,Saint Vincent and Grenadines,1999,55-74 years,6,1,4717,"21,2",,390719148,4041
male,Saint Vincent and Grenadines,1999,75+ years,2,0,1249,0,,390719148,4041
male,Saint Vincent and Grenadines,2000,15-24 years,3,2,11006,"18,17",674,396270000,4087
male,Saint Vincent and Grenadines,2000,25-34 years,3,0,8625,0,674,396270000,4087
male,Saint Vincent and Grenadines,2000,35-54 years,1,3,11565,"25,94",674,396270000,4087
male,Saint Vincent and Grenadines,2000,5-14 years,5,0,11593,0,674,396270000,4087
male,Saint Vincent and Grenadines,2000,55-74 years,6,0,4776,0,674,396270000,4087
male,Saint Vincent and Grenadines,2000,75+ years,2,0,1243,0,674,396270000,4087
male,Saint Vincent and Grenadines,2001,15-24 years,5,0,10929,0,,430040370,4418
male,Saint Vincent and Grenadines,2001,25-34 years,3,2,8657,"23,1",,430040370,4418
male,Saint Vincent and Grenadines,2001,35-54 years,1,3,11990,"25,02",,430040370,4418
male,Saint Vincent and Grenadines,2001,5-14 years,5,0,11413,0,,430040370,4418
male,Saint Vincent and Grenadines,2001,55-74 years,6,1,4798,"20,84",,430040370,4418
male,Saint Vincent and Grenadines,2001,75+ years,6,1,1260,"79,37",,430040370,4418
male,Saint Vincent and Grenadines,2002,15-24 years,5,1,10839,"9,23",,461883444,4723
male,Saint Vincent and Grenadines,2002,25-34 years,3,1,8713,"11,48",,461883444,4723
male,Saint Vincent and Grenadines,2002,35-54 years,1,2,12383,"16,15",,461883444,4723
male,Saint Vincent and Grenadines,2002,5-14 years,5,0,11257,0,,461883444,4723
male,Saint Vincent and Grenadines,2002,55-74 years,6,0,4854,0,,461883444,4723
male,Saint Vincent and Grenadines,2002,75+ years,6,2,1270,"157,48",,461883444,4723
male,Saint Vincent and Grenadines,2003,15-24 years,5,0,10742,0,,481806296,4902
male,Saint Vincent and Grenadines,2003,25-34 years,3,2,8774,"22,79",,481806296,4902
male,Saint Vincent and Grenadines,2003,35-54 years,1,1,12755,"7,84",,481806296,4902
male,Saint Vincent and Grenadines,2003,5-14 years,5,0,11110,0,,481806296,4902
male,Saint Vincent and Grenadines,2003,55-74 years,6,1,4931,"20,28",,481806296,4902
male,Saint Vincent and Grenadines,2003,75+ years,6,0,1275,0,,481806296,4902
male,Saint Vincent and Grenadines,2004,15-24 years,5,0,10640,0,,521975111,5286
male,Saint Vincent and Grenadines,2004,25-34 years,3,1,8823,"11,33",,521975111,5286
male,Saint Vincent and Grenadines,2004,35-54 years,1,2,13116,"15,25",,521975111,5286
male,Saint Vincent and Grenadines,2004,5-14 years,5,0,10961,0,,521975111,5286
male,Saint Vincent and Grenadines,2004,55-74 years,6,1,5030,"19,88",,521975111,5286
male,Saint Vincent and Grenadines,2004,75+ years,6,0,1270,0,,521975111,5286
male,Saint Vincent and Grenadines,2005,15-24 years,5,4,10542,"37,94",697,550728667,5556
male,Saint Vincent and Grenadines,2005,25-34 years,3,1,8846,"11,3",697,550728667,5556
male,Saint Vincent and Grenadines,2005,35-54 years,1,2,13458,"14,86",697,550728667,5556
male,Saint Vincent and Grenadines,2005,5-14 years,5,0,10795,0,697,550728667,5556
male,Saint Vincent and Grenadines,2005,55-74 years,6,0,5148,0,697,550728667,5556
male,Saint Vincent and Grenadines,2005,75+ years,6,0,1257,0,697,550728667,5556
male,Saint Vincent and Grenadines,2006,15-24 years,5,1,10473,"9,55",,610930037,6142
male,Saint Vincent and Grenadines,2006,25-34 years,3,1,8894,"11,24",,610930037,6142
male,Saint Vincent and Grenadines,2006,35-54 years,1,2,13702,"14,6",,610930037,6142
male,Saint Vincent and Grenadines,2006,5-14 years,5,0,10674,0,,610930037,6142
male,Saint Vincent and Grenadines,2006,55-74 years,6,0,5218,0,,610930037,6142
male,Saint Vincent and Grenadines,2006,75+ years,6,1,1269,"78,8",,610930037,6142
male,Saint Vincent and Grenadines,2007,15-24 years,5,3,10403,"28,84",,651833333,6539
male,Saint Vincent and Grenadines,2007,25-34 years,3,4,8927,"44,81",,651833333,6539
male,Saint Vincent and Grenadines,2007,35-54 years,1,4,13920,"28,74",,651833333,6539
male,Saint Vincent and Grenadines,2007,5-14 years,4,0,10526,0,,651833333,6539
male,Saint Vincent and Grenadines,2007,55-74 years,6,0,5306,0,,651833333,6539
male,Saint Vincent and Grenadines,2007,75+ years,6,0,1265,0,,651833333,6539
male,Saint Vincent and Grenadines,2008,15-24 years,5,0,10344,0,,695428852,6966
male,Saint Vincent and Grenadines,2008,25-34 years,3,0,8944,0,,695428852,6966
male,Saint Vincent and Grenadines,2008,35-54 years,1,2,14103,"14,18",,695428852,6966
male,Saint Vincent and Grenadines,2008,5-14 years,4,0,10348,0,,695428852,6966
male,Saint Vincent and Grenadines,2008,55-74 years,6,1,5420,"18,45",,695428852,6966
male,Saint Vincent and Grenadines,2008,75+ years,6,0,1255,0,,695428852,6966
male,Saint Vincent and Grenadines,2009,15-24 years,5,0,10305,0,,674922481,6754
male,Saint Vincent and Grenadines,2009,25-34 years,3,1,8944,"11,18",,674922481,6754
male,Saint Vincent and Grenadines,2009,35-54 years,1,0,14258,0,,674922481,6754
male,Saint Vincent and Grenadines,2009,5-14 years,4,0,10156,0,,674922481,6754
male,Saint Vincent and Grenadines,2009,55-74 years,6,0,5558,0,,674922481,6754
male,Saint Vincent and Grenadines,2009,75+ years,6,0,1239,0,,674922481,6754
male,Saint Vincent and Grenadines,2010,15-24 years,5,0,10289,0,711,681225963,6809
male,Saint Vincent and Grenadines,2010,25-34 years,3,4,8930,"44,79",711,681225963,6809
male,Saint Vincent and Grenadines,2010,35-54 years,3,0,14386,0,711,681225963,6809
male,Saint Vincent and Grenadines,2010,5-14 years,4,1,9962,"10,04",711,681225963,6809
male,Saint Vincent and Grenadines,2010,55-74 years,6,0,5730,0,711,681225963,6809
male,Saint Vincent and Grenadines,2010,75+ years,6,0,1221,0,711,681225963,6809
male,Saint Vincent and Grenadines,2011,15-24 years,5,1,10177,"9,83",713,676129407,6759
male,Saint Vincent and Grenadines,2011,25-34 years,5,0,8921,0,713,676129407,6759
male,Saint Vincent and Grenadines,2011,35-54 years,3,3,14471,"20,73",713,676129407,6759
male,Saint Vincent and Grenadines,2011,5-14 years,4,0,9742,0,713,676129407,6759
male,Saint Vincent and Grenadines,2011,55-74 years,1,0,5909,0,713,676129407,6759
male,Saint Vincent and Grenadines,2011,75+ years,6,0,1283,0,713,676129407,6759
male,Saint Vincent and Grenadines,2012,15-24 years,5,2,10078,"19,85",715,692933741,6918
male,Saint Vincent and Grenadines,2012,25-34 years,5,2,8898,"22,48",715,692933741,6918
male,Saint Vincent and Grenadines,2012,35-54 years,3,2,14545,"13,75",715,692933741,6918
male,Saint Vincent and Grenadines,2012,5-14 years,4,0,9568,0,715,692933741,6918
male,Saint Vincent and Grenadines,2012,55-74 years,1,1,6126,"16,32",715,692933741,6918
male,Saint Vincent and Grenadines,2012,75+ years,6,0,1346,0,715,692933741,6918
male,Saint Vincent and Grenadines,2013,15-24 years,5,0,9986,0,717,721207148,7183
male,Saint Vincent and Grenadines,2013,25-34 years,5,0,8863,0,717,721207148,7183
male,Saint Vincent and Grenadines,2013,35-54 years,3,0,14602,0,717,721207148,7183
male,Saint Vincent and Grenadines,2013,5-14 years,4,0,9440,0,717,721207148,7183
male,Saint Vincent and Grenadines,2013,55-74 years,1,0,6377,0,717,721207148,7183
male,Saint Vincent and Grenadines,2013,75+ years,6,0,1399,0,717,721207148,7183
male,Saint Vincent and Grenadines,2014,15-24 years,5,0,9888,0,"0,72",725185185,7203
male,Saint Vincent and Grenadines,2014,25-34 years,5,1,8817,"11,34","0,72",725185185,7203
male,Saint Vincent and Grenadines,2014,35-54 years,3,0,14629,0,"0,72",725185185,7203
male,Saint Vincent and Grenadines,2014,5-14 years,4,0,9346,0,"0,72",725185185,7203
male,Saint Vincent and Grenadines,2014,55-74 years,1,0,6680,0,"0,72",725185185,7203
male,Saint Vincent and Grenadines,2014,75+ years,6,1,1440,"69,44","0,72",725185185,7203
male,Saint Vincent and Grenadines,2015,15-24 years,5,1,9783,"10,22",,756666667,7496
male,Saint Vincent and Grenadines,2015,25-34 years,5,0,8762,0,,756666667,7496
male,Saint Vincent and Grenadines,2015,35-54 years,3,1,14619,"6,84",,756666667,7496
male,Saint Vincent and Grenadines,2015,5-14 years,4,0,9266,0,,756666667,7496
male,Saint Vincent and Grenadines,2015,55-74 years,1,0,7031,0,,756666667,7496
male,Saint Vincent and Grenadines,2015,75+ years,6,0,1459,0,,756666667,7496
male,Saint Vincent and Grenadines,2016,15-24 years,,,,,,,
male,Saint Vincent and Grenadines,2016,25-34 years,,,,,,,
male,Saint Vincent and Grenadines,2016,35-54 years,,,,,,,
male,Saint Vincent and Grenadines,2016,5-14 years,,,,,,,
male,Saint Vincent and Grenadines,2016,55-74 years,,,,,,,
male,Saint Vincent and Grenadines,2016,75+ years,,,,,,,
male,San Marino,1985,15-24 years,,,,,,,
male,San Marino,1985,25-34 years,,,,,,,
male,San Marino,1985,35-54 years,,,,,,,
male,San Marino,1985,5-14 years,,,,,,,
male,San Marino,1985,55-74 years,,,,,,,
male,San Marino,1985,75+ years,,,,,,,
male,San Marino,1986,15-24 years,,,,,,,
male,San Marino,1986,25-34 years,,,,,,,
male,San Marino,1986,35-54 years,,,,,,,
male,San Marino,1986,5-14 years,,,,,,,
male,San Marino,1986,55-74 years,,,,,,,
male,San Marino,1986,75+ years,,,,,,,
male,San Marino,1987,15-24 years,,,,,,,
male,San Marino,1987,25-34 years,,,,,,,
male,San Marino,1987,35-54 years,,,,,,,
male,San Marino,1987,5-14 years,,,,,,,
male,San Marino,1987,55-74 years,,,,,,,
male,San Marino,1987,75+ years,,,,,,,
male,San Marino,1988,15-24 years,,,,,,,
male,San Marino,1988,25-34 years,,,,,,,
male,San Marino,1988,35-54 years,,,,,,,
male,San Marino,1988,5-14 years,,,,,,,
male,San Marino,1988,55-74 years,,,,,,,
male,San Marino,1988,75+ years,,,,,,,
male,San Marino,1989,15-24 years,,,,,,,
male,San Marino,1989,25-34 years,,,,,,,
male,San Marino,1989,35-54 years,,,,,,,
male,San Marino,1989,5-14 years,,,,,,,
male,San Marino,1989,55-74 years,,,,,,,
male,San Marino,1989,75+ years,,,,,,,
male,San Marino,1990,15-24 years,,,,,,,
male,San Marino,1990,25-34 years,,,,,,,
male,San Marino,1990,35-54 years,,,,,,,
male,San Marino,1990,5-14 years,,,,,,,
male,San Marino,1990,55-74 years,,,,,,,
male,San Marino,1990,75+ years,,,,,,,
male,San Marino,1991,15-24 years,,,,,,,
male,San Marino,1991,25-34 years,,,,,,,
male,San Marino,1991,35-54 years,,,,,,,
male,San Marino,1991,5-14 years,,,,,,,
male,San Marino,1991,55-74 years,,,,,,,
male,San Marino,1991,75+ years,,,,,,,
male,San Marino,1992,15-24 years,,,,,,,
male,San Marino,1992,25-34 years,,,,,,,
male,San Marino,1992,35-54 years,,,,,,,
male,San Marino,1992,5-14 years,,,,,,,
male,San Marino,1992,55-74 years,,,,,,,
male,San Marino,1992,75+ years,,,,,,,
male,San Marino,1993,15-24 years,,,,,,,
male,San Marino,1993,25-34 years,,,,,,,
male,San Marino,1993,35-54 years,,,,,,,
male,San Marino,1993,5-14 years,,,,,,,
male,San Marino,1993,55-74 years,,,,,,,
male,San Marino,1993,75+ years,,,,,,,
male,San Marino,1994,15-24 years,,,,,,,
male,San Marino,1994,25-34 years,,,,,,,
male,San Marino,1994,35-54 years,,,,,,,
male,San Marino,1994,5-14 years,,,,,,,
male,San Marino,1994,55-74 years,,,,,,,
male,San Marino,1994,75+ years,,,,,,,
male,San Marino,1995,15-24 years,,,,,,,
male,San Marino,1995,25-34 years,,,,,,,
male,San Marino,1995,35-54 years,,,,,,,
male,San Marino,1995,5-14 years,,,,,,,
male,San Marino,1995,55-74 years,,,,,,,
male,San Marino,1995,75+ years,,,,,,,
male,San Marino,1996,15-24 years,,,,,,,
male,San Marino,1996,25-34 years,,,,,,,
male,San Marino,1996,35-54 years,,,,,,,
male,San Marino,1996,5-14 years,,,,,,,
male,San Marino,1996,55-74 years,,,,,,,
male,San Marino,1996,75+ years,,,,,,,
male,San Marino,1997,15-24 years,,,,,,,
male,San Marino,1997,25-34 years,,,,,,,
male,San Marino,1997,35-54 years,,,,,,,
male,San Marino,1997,5-14 years,,,,,,,
male,San Marino,1997,55-74 years,,,,,,,
male,San Marino,1997,75+ years,,,,,,,
male,San Marino,1998,15-24 years,,,,,,,
male,San Marino,1998,25-34 years,,,,,,,
male,San Marino,1998,35-54 years,,,,,,,
male,San Marino,1998,5-14 years,,,,,,,
male,San Marino,1998,55-74 years,,,,,,,
male,San Marino,1998,75+ years,,,,,,,
male,San Marino,1999,15-24 years,3,0,1539,0,,1215640315,48255
male,San Marino,1999,25-34 years,3,0,2138,0,,1215640315,48255
male,San Marino,1999,35-54 years,1,1,3998,"25,01",,1215640315,48255
male,San Marino,1999,5-14 years,5,0,1309,0,,1215640315,48255
male,San Marino,1999,55-74 years,6,1,2542,"39,34",,1215640315,48255
male,San Marino,1999,75+ years,2,0,721,0,,1215640315,48255
male,San Marino,2000,15-24 years,3,0,1412,0,,1101897918,43435
male,San Marino,2000,25-34 years,3,1,2116,"47,26",,1101897918,43435
male,San Marino,2000,35-54 years,1,0,4117,0,,1101897918,43435
male,San Marino,2000,5-14 years,5,0,1321,0,,1101897918,43435
male,San Marino,2000,55-74 years,6,0,2590,0,,1101897918,43435
male,San Marino,2000,75+ years,2,0,753,0,,1101897918,43435
male,San Marino,2001,15-24 years,,,,,,,
male,San Marino,2001,25-34 years,,,,,,,
male,San Marino,2001,35-54 years,,,,,,,
male,San Marino,2001,5-14 years,,,,,,,
male,San Marino,2001,55-74 years,,,,,,,
male,San Marino,2001,75+ years,,,,,,,
male,San Marino,2002,15-24 years,,,,,,,
male,San Marino,2002,25-34 years,,,,,,,
male,San Marino,2002,35-54 years,,,,,,,
male,San Marino,2002,5-14 years,,,,,,,
male,San Marino,2002,55-74 years,,,,,,,
male,San Marino,2002,75+ years,,,,,,,
male,San Marino,2003,15-24 years,,,,,,,
male,San Marino,2003,25-34 years,,,,,,,
male,San Marino,2003,35-54 years,,,,,,,
male,San Marino,2003,5-14 years,,,,,,,
male,San Marino,2003,55-74 years,,,,,,,
male,San Marino,2003,75+ years,,,,,,,
male,San Marino,2004,15-24 years,,,,,,,
male,San Marino,2004,25-34 years,,,,,,,
male,San Marino,2004,35-54 years,,,,,,,
male,San Marino,2004,5-14 years,,,,,,,
male,San Marino,2004,55-74 years,,,,,,,
male,San Marino,2004,75+ years,,,,,,,
male,San Marino,2005,15-24 years,5,0,1440,0,,1958711603,69301
male,San Marino,2005,25-34 years,3,0,2176,0,,1958711603,69301
male,San Marino,2005,35-54 years,1,0,4793,0,,1958711603,69301
male,San Marino,2005,5-14 years,5,0,1545,0,,1958711603,69301
male,San Marino,2005,55-74 years,6,1,2940,"34,01",,1958711603,69301
male,San Marino,2005,75+ years,6,0,908,0,,1958711603,69301
male,San Marino,2006,15-24 years,,,,,,,
male,San Marino,2006,25-34 years,,,,,,,
male,San Marino,2006,35-54 years,,,,,,,
male,San Marino,2006,5-14 years,,,,,,,
male,San Marino,2006,55-74 years,,,,,,,
male,San Marino,2006,75+ years,,,,,,,
male,San Marino,2007,15-24 years,,,,,,,
male,San Marino,2007,25-34 years,,,,,,,
male,San Marino,2007,35-54 years,,,,,,,
male,San Marino,2007,5-14 years,,,,,,,
male,San Marino,2007,55-74 years,,,,,,,
male,San Marino,2007,75+ years,,,,,,,
male,San Marino,2008,15-24 years,,,,,,,
male,San Marino,2008,25-34 years,,,,,,,
male,San Marino,2008,35-54 years,,,,,,,
male,San Marino,2008,5-14 years,,,,,,,
male,San Marino,2008,55-74 years,,,,,,,
male,San Marino,2008,75+ years,,,,,,,
male,San Marino,2009,15-24 years,,,,,,,
male,San Marino,2009,25-34 years,,,,,,,
male,San Marino,2009,35-54 years,,,,,,,
male,San Marino,2009,5-14 years,,,,,,,
male,San Marino,2009,55-74 years,,,,,,,
male,San Marino,2009,75+ years,,,,,,,
male,San Marino,2010,15-24 years,,,,,,,
male,San Marino,2010,25-34 years,,,,,,,
male,San Marino,2010,35-54 years,,,,,,,
male,San Marino,2010,5-14 years,,,,,,,
male,San Marino,2010,55-74 years,,,,,,,
male,San Marino,2010,75+ years,,,,,,,
male,San Marino,2011,15-24 years,,,,,,,
male,San Marino,2011,25-34 years,,,,,,,
male,San Marino,2011,35-54 years,,,,,,,
male,San Marino,2011,5-14 years,,,,,,,
male,San Marino,2011,55-74 years,,,,,,,
male,San Marino,2011,75+ years,,,,,,,
male,San Marino,2012,15-24 years,,,,,,,
male,San Marino,2012,25-34 years,,,,,,,
male,San Marino,2012,35-54 years,,,,,,,
male,San Marino,2012,5-14 years,,,,,,,
male,San Marino,2012,55-74 years,,,,,,,
male,San Marino,2012,75+ years,,,,,,,
male,San Marino,2013,15-24 years,,,,,,,
male,San Marino,2013,25-34 years,,,,,,,
male,San Marino,2013,35-54 years,,,,,,,
male,San Marino,2013,5-14 years,,,,,,,
male,San Marino,2013,55-74 years,,,,,,,
male,San Marino,2013,75+ years,,,,,,,
male,San Marino,2014,15-24 years,,,,,,,
male,San Marino,2014,25-34 years,,,,,,,
male,San Marino,2014,35-54 years,,,,,,,
male,San Marino,2014,5-14 years,,,,,,,
male,San Marino,2014,55-74 years,,,,,,,
male,San Marino,2014,75+ years,,,,,,,
male,San Marino,2015,15-24 years,,,,,,,
male,San Marino,2015,25-34 years,,,,,,,
male,San Marino,2015,35-54 years,,,,,,,
male,San Marino,2015,5-14 years,,,,,,,
male,San Marino,2015,55-74 years,,,,,,,
male,San Marino,2015,75+ years,,,,,,,
male,San Marino,2016,15-24 years,,,,,,,
male,San Marino,2016,25-34 years,,,,,,,
male,San Marino,2016,35-54 years,,,,,,,
male,San Marino,2016,5-14 years,,,,,,,
male,San Marino,2016,55-74 years,,,,,,,
male,San Marino,2016,75+ years,,,,,,,
male,Serbia,1985,15-24 years,,,,,,,
male,Serbia,1985,25-34 years,,,,,,,
male,Serbia,1985,35-54 years,,,,,,,
male,Serbia,1985,5-14 years,,,,,,,
male,Serbia,1985,55-74 years,,,,,,,
male,Serbia,1985,75+ years,,,,,,,
male,Serbia,1986,15-24 years,,,,,,,
male,Serbia,1986,25-34 years,,,,,,,
male,Serbia,1986,35-54 years,,,,,,,
male,Serbia,1986,5-14 years,,,,,,,
male,Serbia,1986,55-74 years,,,,,,,
male,Serbia,1986,75+ years,,,,,,,
male,Serbia,1987,15-24 years,,,,,,,
male,Serbia,1987,25-34 years,,,,,,,
male,Serbia,1987,35-54 years,,,,,,,
male,Serbia,1987,5-14 years,,,,,,,
male,Serbia,1987,55-74 years,,,,,,,
male,Serbia,1987,75+ years,,,,,,,
male,Serbia,1988,15-24 years,,,,,,,
male,Serbia,1988,25-34 years,,,,,,,
male,Serbia,1988,35-54 years,,,,,,,
male,Serbia,1988,5-14 years,,,,,,,
male,Serbia,1988,55-74 years,,,,,,,
male,Serbia,1988,75+ years,,,,,,,
male,Serbia,1989,15-24 years,,,,,,,
male,Serbia,1989,25-34 years,,,,,,,
male,Serbia,1989,35-54 years,,,,,,,
male,Serbia,1989,5-14 years,,,,,,,
male,Serbia,1989,55-74 years,,,,,,,
male,Serbia,1989,75+ years,,,,,,,
male,Serbia,1990,15-24 years,,,,,,,
male,Serbia,1990,25-34 years,,,,,,,
male,Serbia,1990,35-54 years,,,,,,,
male,Serbia,1990,5-14 years,,,,,,,
male,Serbia,1990,55-74 years,,,,,,,
male,Serbia,1990,75+ years,,,,,,,
male,Serbia,1991,15-24 years,,,,,,,
male,Serbia,1991,25-34 years,,,,,,,
male,Serbia,1991,35-54 years,,,,,,,
male,Serbia,1991,5-14 years,,,,,,,
male,Serbia,1991,55-74 years,,,,,,,
male,Serbia,1991,75+ years,,,,,,,
male,Serbia,1992,15-24 years,,,,,,,
male,Serbia,1992,25-34 years,,,,,,,
male,Serbia,1992,35-54 years,,,,,,,
male,Serbia,1992,5-14 years,,,,,,,
male,Serbia,1992,55-74 years,,,,,,,
male,Serbia,1992,75+ years,,,,,,,
male,Serbia,1993,15-24 years,,,,,,,
male,Serbia,1993,25-34 years,,,,,,,
male,Serbia,1993,35-54 years,,,,,,,
male,Serbia,1993,5-14 years,,,,,,,
male,Serbia,1993,55-74 years,,,,,,,
male,Serbia,1993,75+ years,,,,,,,
male,Serbia,1994,15-24 years,,,,,,,
male,Serbia,1994,25-34 years,,,,,,,
male,Serbia,1994,35-54 years,,,,,,,
male,Serbia,1994,5-14 years,,,,,,,
male,Serbia,1994,55-74 years,,,,,,,
male,Serbia,1994,75+ years,,,,,,,
male,Serbia,1995,15-24 years,,,,,,,
male,Serbia,1995,25-34 years,,,,,,,
male,Serbia,1995,35-54 years,,,,,,,
male,Serbia,1995,5-14 years,,,,,,,
male,Serbia,1995,55-74 years,,,,,,,
male,Serbia,1995,75+ years,,,,,,,
male,Serbia,1996,15-24 years,,,,,,,
male,Serbia,1996,25-34 years,,,,,,,
male,Serbia,1996,35-54 years,,,,,,,
male,Serbia,1996,5-14 years,,,,,,,
male,Serbia,1996,55-74 years,,,,,,,
male,Serbia,1996,75+ years,,,,,,,
male,Serbia,1997,15-24 years,,,,,,,
male,Serbia,1997,25-34 years,,,,,,,
male,Serbia,1997,35-54 years,,,,,,,
male,Serbia,1997,5-14 years,,,,,,,
male,Serbia,1997,55-74 years,,,,,,,
male,Serbia,1997,75+ years,,,,,,,
male,Serbia,1998,15-24 years,3,68,521985,"13,03",,18284194680,2547
male,Serbia,1998,25-34 years,3,107,480472,"22,27",,18284194680,2547
male,Serbia,1998,35-54 years,1,308,1082941,"28,44",,18284194680,2547
male,Serbia,1998,5-14 years,5,3,460897,"0,65",,18284194680,2547
male,Serbia,1998,55-74 years,6,382,817210,"46,74",,18284194680,2547
male,Serbia,1998,75+ years,2,147,123440,"119,09",,18284194680,2547
male,Serbia,1999,15-24 years,3,85,522386,"16,27",,18409364147,2570
male,Serbia,1999,25-34 years,3,82,480354,"17,07",,18409364147,2570
male,Serbia,1999,35-54 years,1,340,1085251,"31,33",,18409364147,2570
male,Serbia,1999,5-14 years,5,3,453010,"0,66",,18409364147,2570
male,Serbia,1999,55-74 years,6,413,804692,"51,32",,18409364147,2570
male,Serbia,1999,75+ years,2,168,129749,"129,48",,18409364147,2570
male,Serbia,2000,15-24 years,3,83,521679,"15,91","0,71",6540247190,915
male,Serbia,2000,25-34 years,3,98,482971,"20,29","0,71",6540247190,915
male,Serbia,2000,35-54 years,1,304,1091897,"27,84","0,71",6540247190,915
male,Serbia,2000,5-14 years,5,5,445855,"1,12","0,71",6540247190,915
male,Serbia,2000,55-74 years,6,417,788999,"52,85","0,71",6540247190,915
male,Serbia,2000,75+ years,2,162,135980,"119,14","0,71",6540247190,915
male,Serbia,2001,15-24 years,5,71,519061,"13,68",,12267175481,1718
male,Serbia,2001,25-34 years,3,92,487989,"18,85",,12267175481,1718
male,Serbia,2001,35-54 years,1,329,1097381,"29,98",,12267175481,1718
male,Serbia,2001,5-14 years,5,4,439347,"0,91",,12267175481,1718
male,Serbia,2001,55-74 years,6,366,776659,"47,12",,12267175481,1718
male,Serbia,2001,75+ years,6,163,143189,"113,84",,12267175481,1718
male,Serbia,2002,15-24 years,5,69,516180,"13,37",,16116843146,2258
male,Serbia,2002,25-34 years,3,94,494298,"19,02",,16116843146,2258
male,Serbia,2002,35-54 years,1,309,1094978,"28,22",,16116843146,2258
male,Serbia,2002,5-14 years,5,4,432109,"0,93",,16116843146,2258
male,Serbia,2002,55-74 years,6,410,772635,"53,07",,16116843146,2258
male,Serbia,2002,75+ years,6,165,151768,"108,72",,16116843146,2258
male,Serbia,2003,15-24 years,5,64,511900,"12,5",,21188704081,2979
male,Serbia,2003,25-34 years,3,89,499406,"17,82",,21188704081,2979
male,Serbia,2003,35-54 years,1,342,1083446,"31,57",,21188704081,2979
male,Serbia,2003,5-14 years,5,0,422487,0,,21188704081,2979
male,Serbia,2003,55-74 years,6,344,770873,"44,62",,21188704081,2979
male,Serbia,2003,75+ years,6,158,160745,"98,29",,21188704081,2979
male,Serbia,2004,15-24 years,5,55,506347,"10,86",,24861483281,3508
male,Serbia,2004,25-34 years,3,74,504902,"14,66",,24861483281,3508
male,Serbia,2004,35-54 years,1,296,1069970,"27,66",,24861483281,3508
male,Serbia,2004,5-14 years,5,1,413105,"0,24",,24861483281,3508
male,Serbia,2004,55-74 years,6,376,770962,"48,77",,24861483281,3508
male,Serbia,2004,75+ years,6,176,170536,"103,2",,24861483281,3508
male,Serbia,2005,15-24 years,5,45,499116,"9,02",741,26252007830,3719
male,Serbia,2005,25-34 years,3,86,509858,"16,87",741,26252007830,3719
male,Serbia,2005,35-54 years,1,295,1054508,"27,98",741,26252007830,3719
male,Serbia,2005,5-14 years,5,3,405216,"0,74",741,26252007830,3719
male,Serbia,2005,55-74 years,6,382,773127,"49,41",741,26252007830,3719
male,Serbia,2005,75+ years,6,195,180107,"108,27",741,26252007830,3719
male,Serbia,2006,15-24 years,5,52,491590,"10,58",,30607991862,4353
male,Serbia,2006,25-34 years,3,93,513643,"18,11",,30607991862,4353
male,Serbia,2006,35-54 years,1,312,1040532,"29,98",,30607991862,4353
male,Serbia,2006,5-14 years,5,2,398605,"0,5",,30607991862,4353
male,Serbia,2006,55-74 years,6,366,774694,"47,24",,30607991862,4353
male,Serbia,2006,75+ years,6,196,189274,"103,55",,30607991862,4353
male,Serbia,2007,15-24 years,5,60,483634,"12,41",,40289556656,5748
male,Serbia,2007,25-34 years,3,88,516639,"17,03",,40289556656,5748
male,Serbia,2007,35-54 years,1,272,1026072,"26,51",,40289556656,5748
male,Serbia,2007,5-14 years,4,0,395191,0,,40289556656,5748
male,Serbia,2007,55-74 years,6,368,779298,"47,22",,40289556656,5748
male,Serbia,2007,75+ years,6,180,196533,"91,59",,40289556656,5748
male,Serbia,2008,15-24 years,5,41,474210,"8,65",,49259526053,7049
male,Serbia,2008,25-34 years,3,95,519052,"18,3",,49259526053,7049
male,Serbia,2008,35-54 years,1,296,1009044,"29,33",,49259526053,7049
male,Serbia,2008,5-14 years,4,0,393036,0,,49259526053,7049
male,Serbia,2008,55-74 years,6,296,787243,"37,6",,49259526053,7049
male,Serbia,2008,75+ years,6,175,204761,"85,47",,49259526053,7049
male,Serbia,2009,15-24 years,5,38,464633,"8,18",,42616653300,6116
male,Serbia,2009,25-34 years,3,85,520754,"16,32",,42616653300,6116
male,Serbia,2009,35-54 years,1,328,994315,"32,99",,42616653300,6116
male,Serbia,2009,5-14 years,4,1,391205,"0,26",,42616653300,6116
male,Serbia,2009,55-74 years,6,341,795140,"42,89",,42616653300,6116
