sex,country,year,age,generation,suicides_no,population,suicides/100k pop,Suma - HDI for year,Suma -  gdp_for_year ($) ,Suma - gdp_per_capita ($)
male,Argentina,1986,5-14 years,3,10,3061400,"0,33",,110934442763,4072
male,Argentina,1986,55-74 years,2,530,2008300,"26,39",,110934442763,4072
male,Argentina,1986,75+ years,2,230,365000,"63,01",,110934442763,4072
male,Argentina,1987,15-24 years,3,179,2460600,"7,27",,111106191358,4026
male,Argentina,1987,25-34 years,1,192,2276200,"8,44",,111106191358,4026
male,Argentina,1987,35-54 years,6,482,3409100,"14,14",,111106191358,4026
male,Argentina,1987,5-14 years,3,15,3101300,"0,48",,111106191358,4026
male,Argentina,1987,55-74 years,2,532,2034500,"26,15",,111106191358,4026
male,Argentina,1987,75+ years,2,200,369800,"54,08",,111106191358,4026
male,Argentina,1988,15-24 years,3,211,2524000,"8,36",,126206817196,4458
male,Argentina,1988,25-34 years,1,215,2276000,"9,45",,126206817196,4458
male,Argentina,1988,35-54 years,6,477,3503000,"13,62",,126206817196,4458
male,Argentina,1988,5-14 years,3,20,3210000,"0,62",,126206817196,4458
male,Argentina,1988,55-74 years,2,550,2079000,"26,46",,126206817196,4458
male,Argentina,1988,75+ years,2,216,392000,"55,1",,126206817196,4458
male,Argentina,1989,15-24 years,3,186,2575000,"7,22",,76636898036,2670
male,Argentina,1989,25-34 years,1,219,2287000,"9,58",,76636898036,2670
male,Argentina,1989,35-54 years,6,462,3561000,"12,97",,76636898036,2670
male,Argentina,1989,5-14 years,3,18,3245000,"0,55",,76636898036,2670
male,Argentina,1989,55-74 years,2,548,2105000,"26,03",,76636898036,2670
male,Argentina,1989,75+ years,2,208,400000,52,,76636898036,2670
male,Argentina,1990,15-24 years,3,174,2635000,"6,6",705,141352368715,4859
male,Argentina,1990,25-34 years,1,182,2297000,"7,92",705,141352368715,4859
male,Argentina,1990,35-54 years,6,439,3619000,"12,13",705,141352368715,4859
male,Argentina,1990,5-14 years,3,22,3269000,"0,67",705,141352368715,4859
male,Argentina,1990,55-74 years,2,502,2128000,"23,59",705,141352368715,4859
male,Argentina,1990,75+ years,2,226,411100,"54,97",705,141352368715,4859
male,Argentina,1991,15-24 years,3,179,2738000,"6,54",,189719984268,6404
male,Argentina,1991,25-34 years,1,214,2277000,"9,4",,189719984268,6404
male,Argentina,1991,35-54 years,1,398,3580000,"11,12",,189719984268,6404
male,Argentina,1991,5-14 years,5,28,3369000,"0,83",,189719984268,6404
male,Argentina,1991,55-74 years,6,449,2130000,"21,08",,189719984268,6404
male,Argentina,1991,75+ years,2,184,396000,"46,46",,189719984268,6404
male,Argentina,1992,15-24 years,3,249,2834100,"8,79",,228788617202,7615
male,Argentina,1992,25-34 years,1,227,2306200,"9,84",,228788617202,7615
male,Argentina,1992,35-54 years,1,488,3616600,"13,49",,228788617202,7615
male,Argentina,1992,5-14 years,5,22,3371800,"0,65",,228788617202,7615
male,Argentina,1992,55-74 years,6,500,2150500,"23,25",,228788617202,7615
male,Argentina,1992,75+ years,2,194,404900,"47,91",,228788617202,7615
male,Argentina,1993,15-24 years,3,235,2932300,"8,01",,236741715015,7768
male,Argentina,1993,25-34 years,1,233,2336300,"9,97",,236741715015,7768
male,Argentina,1993,35-54 years,1,495,3672300,"13,48",,236741715015,7768
male,Argentina,1993,5-14 years,5,25,3367500,"0,74",,236741715015,7768
male,Argentina,1993,55-74 years,6,520,2171500,"23,95",,236741715015,7768
male,Argentina,1993,75+ years,2,229,413600,"55,37",,236741715015,7768
male,Argentina,1994,15-24 years,3,250,3027200,"8,26",,257440000000,8328
male,Argentina,1994,25-34 years,1,226,2369000,"9,54",,257440000000,8328
male,Argentina,1994,35-54 years,1,527,3729600,"14,13",,257440000000,8328
male,Argentina,1994,5-14 years,5,27,3363000,"0,8",,257440000000,8328
male,Argentina,1994,55-74 years,6,509,2192500,"23,22",,257440000000,8328
male,Argentina,1994,75+ years,2,192,423100,"45,38",,257440000000,8328
male,Argentina,1995,15-24 years,3,277,3112100,"8,9",731,258031750000,8232
male,Argentina,1995,25-34 years,3,218,2404900,"9,06",731,258031750000,8232
male,Argentina,1995,35-54 years,1,485,3787800,"12,8",731,258031750000,8232
male,Argentina,1995,5-14 years,5,15,3363300,"0,45",731,258031750000,8232
male,Argentina,1995,55-74 years,6,515,2214000,"23,26",731,258031750000,8232
male,Argentina,1995,75+ years,2,190,433800,"43,8",731,258031750000,8232
male,Argentina,1996,15-24 years,3,280,3185600,"8,79",,272149750000,8563
male,Argentina,1996,25-34 years,3,226,2442900,"9,25",,272149750000,8563
male,Argentina,1996,35-54 years,1,524,3847300,"13,62",,272149750000,8563
male,Argentina,1996,5-14 years,5,14,3370400,"0,42",,272149750000,8563
male,Argentina,1996,55-74 years,6,464,2235900,"20,75",,272149750000,8563
male,Argentina,1996,75+ years,2,189,445800,"42,4",,272149750000,8563
male,Argentina,1997,15-24 years,3,260,3198193,"8,13",,292859000000,9057
male,Argentina,1997,25-34 years,3,213,2460112,"8,66",,292859000000,9057
male,Argentina,1997,35-54 years,1,501,3934581,"12,73",,292859000000,9057
male,Argentina,1997,5-14 years,5,19,3429860,"0,55",,292859000000,9057
male,Argentina,1997,55-74 years,6,457,2252148,"20,29",,292859000000,9057
male,Argentina,1997,75+ years,2,195,490152,"39,78",,292859000000,9057
male,Argentina,1998,15-24 years,3,327,3243944,"10,08",,298948250000,9126
male,Argentina,1998,25-34 years,3,251,2497189,"10,05",,298948250000,9126
male,Argentina,1998,35-54 years,1,508,3990829,"12,73",,298948250000,9126
male,Argentina,1998,5-14 years,5,16,3456965,"0,46",,298948250000,9126
male,Argentina,1998,55-74 years,6,518,2274972,"22,77",,298948250000,9126
male,Argentina,1998,75+ years,2,201,504164,"39,87",,298948250000,9126
male,Argentina,1999,15-24 years,3,355,3279728,"10,82",,283523000000,8546
male,Argentina,1999,25-34 years,3,265,2543861,"10,42",,283523000000,8546
male,Argentina,1999,35-54 years,1,545,4045105,"13,47",,283523000000,8546
male,Argentina,1999,5-14 years,5,21,3482230,"0,6",,283523000000,8546
male,Argentina,1999,55-74 years,6,540,2301840,"23,46",,283523000000,8546
male,Argentina,1999,75+ years,2,204,515800,"39,55",,283523000000,8546
male,Argentina,2000,15-24 years,3,463,3306109,14,762,284203750000,8462
male,Argentina,2000,25-34 years,3,331,2602314,"12,72",762,284203750000,8462
male,Argentina,2000,35-54 years,1,578,4096814,"14,11",762,284203750000,8462
male,Argentina,2000,5-14 years,5,18,3502413,"0,51",762,284203750000,8462
male,Argentina,2000,55-74 years,6,602,2333377,"25,8",762,284203750000,8462
male,Argentina,2000,75+ years,2,232,525161,"44,18",762,284203750000,8462
male,Argentina,2001,15-24 years,5,518,3325440,"15,58",,268696750000,7900
male,Argentina,2001,25-34 years,3,375,2675285,"14,02",,268696750000,7900
male,Argentina,2001,35-54 years,1,625,4145861,"15,08",,268696750000,7900
male,Argentina,2001,5-14 years,5,29,3519935,"0,82",,268696750000,7900
male,Argentina,2001,55-74 years,6,659,2358654,"27,94",,268696750000,7900
male,Argentina,2001,75+ years,6,250,547473,"45,66",,268696750000,7900
male,Argentina,2002,15-24 years,5,542,3331708,"16,27",,97724004252,2840
male,Argentina,2002,25-34 years,3,412,2758283,"14,94",,97724004252,2840
male,Argentina,2002,35-54 years,1,619,4191889,"14,77",,97724004252,2840
male,Argentina,2002,5-14 years,5,37,3529201,"1,05",,97724004252,2840
male,Argentina,2002,55-74 years,6,615,2387478,"25,76",,97724004252,2840
male,Argentina,2002,75+ years,6,234,566447,"41,31",,97724004252,2840
male,Argentina,2003,15-24 years,5,638,3331226,"19,15",,127586973492,3668
male,Argentina,2003,25-34 years,3,456,2845955,"16,02",,127586973492,3668
male,Argentina,2003,35-54 years,1,625,4237124,"14,75",,127586973492,3668
male,Argentina,2003,5-14 years,5,37,3531507,"1,05",,127586973492,3668
male,Argentina,2003,55-74 years,6,577,2420864,"23,83",,127586973492,3668
male,Argentina,2003,75+ years,6,272,581842,"46,75",,127586973492,3668
male,Argentina,2004,15-24 years,5,653,3333328,"19,59",,164657930453,4683
male,Argentina,2004,25-34 years,3,445,2930079,"15,19",,164657930453,4683
male,Argentina,2004,35-54 years,1,599,4284709,"13,98",,164657930453,4683
male,Argentina,2004,5-14 years,5,43,3530061,"1,22",,164657930453,4683
male,Argentina,2004,55-74 years,6,500,2459960,"20,33",,164657930453,4683
male,Argentina,2004,75+ years,6,227,593409,"38,25",,164657930453,4683
male,Argentina,2005,15-24 years,5,638,3343414,"19,08",775,198737095012,5590
male,Argentina,2005,25-34 years,3,451,3004991,"15,01",775,198737095012,5590
male,Argentina,2005,35-54 years,1,539,4336453,"12,43",775,198737095012,5590
male,Argentina,2005,5-14 years,5,52,3528848,"1,47",775,198737095012,5590
male,Argentina,2005,55-74 years,6,489,2505136,"19,52",775,198737095012,5590
male,Argentina,2005,75+ years,6,225,601176,"37,43",775,198737095012,5590
male,Argentina,2006,15-24 years,5,656,3357424,"19,54",,232557260817,6475
male,Argentina,2006,25-34 years,3,483,3068991,"15,74",,232557260817,6475
male,Argentina,2006,35-54 years,1,585,4383730,"13,34",,232557260817,6475
male,Argentina,2006,5-14 years,5,39,3527369,"1,11",,232557260817,6475
male,Argentina,2006,55-74 years,6,487,2540712,"19,17",,232557260817,6475
male,Argentina,2006,75+ years,6,246,620010,"39,68",,232557260817,6475
male,Argentina,2007,15-24 years,5,577,3381171,"17,07",,287530508431,7918
male,Argentina,2007,25-34 years,3,490,3125322,"15,68",,287530508431,7918
male,Argentina,2007,35-54 years,1,571,4436541,"12,87",,287530508431,7918
male,Argentina,2007,5-14 years,4,45,3530454,"1,27",,287530508431,7918
male,Argentina,2007,55-74 years,6,438,2582754,"16,96",,287530508431,7918
male,Argentina,2007,75+ years,6,225,634995,"35,43",,287530508431,7918
male,Argentina,2008,15-24 years,5,625,3410092,"18,33",,361558037110,9843
male,Argentina,2008,25-34 years,3,531,3172743,"16,74",,361558037110,9843
male,Argentina,2008,35-54 years,1,582,4496672,"12,94",,361558037110,9843
male,Argentina,2008,5-14 years,4,39,3539110,"1,1",,361558037110,9843
male,Argentina,2008,55-74 years,6,463,2630686,"17,6",,361558037110,9843
male,Argentina,2008,75+ years,6,208,646185,"32,19",,361558037110,9843
male,Argentina,2009,15-24 years,5,609,3436265,"17,72",,332976484578,8961
male,Argentina,2009,25-34 years,3,504,3210244,"15,7",,332976484578,8961
male,Argentina,2009,35-54 years,1,542,4566645,"11,87",,332976484578,8961
male,Argentina,2009,5-14 years,4,34,3553154,"0,96",,332976484578,8961
male,Argentina,2009,55-74 years,6,434,2683502,"16,17",,332976484578,8961
male,Argentina,2009,75+ years,6,177,653486,"27,09",,332976484578,8961
male,Argentina,2010,15-24 years,5,683,3455127,"19,77",811,423627422092,11273
male,Argentina,2010,25-34 years,3,485,3237957,"14,98",811,423627422092,11273
male,Argentina,2010,35-54 years,3,573,4648068,"12,33",811,423627422092,11273
male,Argentina,2010,5-14 years,4,33,3570316,"0,92",811,423627422092,11273
male,Argentina,2010,55-74 years,6,397,2740656,"14,49",811,423627422092,11273
male,Argentina,2010,75+ years,6,206,657096,"31,35",811,423627422092,11273
male,Argentina,2011,15-24 years,5,693,3471151,"19,96",818,530163281575,13946
male,Argentina,2011,25-34 years,5,510,3258804,"15,65",818,530163281575,13946
male,Argentina,2011,35-54 years,3,504,4738525,"10,64",818,530163281575,13946
male,Argentina,2011,5-14 years,4,28,3592374,"0,78",818,530163281575,13946
male,Argentina,2011,55-74 years,1,416,2788575,"14,92",818,530163281575,13946
male,Argentina,2011,75+ years,6,178,674738,"26,38",818,530163281575,13946
male,Argentina,2012,15-24 years,5,745,3480902,"21,4",831,545982375701,14203
male,Argentina,2012,25-34 years,5,616,3268154,"18,85",831,545982375701,14203
male,Argentina,2012,35-54 years,3,554,4841057,"11,44",831,545982375701,14203
male,Argentina,2012,5-14 years,4,29,3615254,"0,8",831,545982375701,14203
male,Argentina,2012,55-74 years,1,451,2839783,"15,88",831,545982375701,14203
male,Argentina,2012,75+ years,6,225,688560,"32,68",831,545982375701,14203
male,Argentina,2013,15-24 years,5,696,3486661,"19,96",833,552025140252,14206
male,Argentina,2013,25-34 years,5,499,3271373,"15,25",833,552025140252,14206
male,Argentina,2013,35-54 years,3,604,4950850,"12,2",833,552025140252,14206
male,Argentina,2013,5-14 years,4,33,3637026,"0,91",833,552025140252,14206
male,Argentina,2013,55-74 years,1,398,2894129,"13,75",833,552025140252,14206
male,Argentina,2013,75+ years,6,168,699046,"24,03",833,552025140252,14206
male,Argentina,2014,15-24 years,5,738,3492454,"21,13",836,526319673732,13400
male,Argentina,2014,25-34 years,5,531,3276955,"16,2",836,526319673732,13400
male,Argentina,2014,35-54 years,3,644,5060862,"12,73",836,526319673732,13400
male,Argentina,2014,5-14 years,4,34,3655965,"0,93",836,526319673732,13400
male,Argentina,2014,55-74 years,1,405,2951616,"13,72",836,526319673732,13400
male,Argentina,2014,75+ years,6,192,706897,"27,16",836,526319673732,13400
male,Argentina,2015,15-24 years,5,656,3500580,"18,74",,594749285413,14981
male,Argentina,2015,25-34 years,5,465,3289927,"14,13",,594749285413,14981
male,Argentina,2015,35-54 years,3,633,5166179,"12,25",,594749285413,14981
male,Argentina,2015,5-14 years,4,39,3672155,"1,06",,594749285413,14981
male,Argentina,2015,55-74 years,1,431,3011963,"14,31",,594749285413,14981
male,Argentina,2015,75+ years,6,245,712691,"34,38",,594749285413,14981
male,Argentina,2016,15-24 years,,,,,,,
male,Argentina,2016,25-34 years,,,,,,,
male,Argentina,2016,35-54 years,,,,,,,
male,Argentina,2016,5-14 years,,,,,,,
male,Argentina,2016,55-74 years,,,,,,,
male,Argentina,2016,75+ years,,,,,,,
male,Armenia,1985,15-24 years,,,,,,,
male,Armenia,1985,25-34 years,,,,,,,
male,Armenia,1985,35-54 years,,,,,,,
male,Armenia,1985,5-14 years,,,,,,,
male,Armenia,1985,55-74 years,,,,,,,
male,Armenia,1985,75+ years,,,,,,,
male,Armenia,1986,15-24 years,,,,,,,
male,Armenia,1986,25-34 years,,,,,,,
male,Armenia,1986,35-54 years,,,,,,,
male,Armenia,1986,5-14 years,,,,,,,
male,Armenia,1986,55-74 years,,,,,,,
male,Armenia,1986,75+ years,,,,,,,
male,Armenia,1987,15-24 years,,,,,,,
male,Armenia,1987,25-34 years,,,,,,,
male,Armenia,1987,35-54 years,,,,,,,
male,Armenia,1987,5-14 years,,,,,,,
male,Armenia,1987,55-74 years,,,,,,,
male,Armenia,1987,75+ years,,,,,,,
male,Armenia,1988,15-24 years,,,,,,,
male,Armenia,1988,25-34 years,,,,,,,
male,Armenia,1988,35-54 years,,,,,,,
male,Armenia,1988,5-14 years,,,,,,,
male,Armenia,1988,55-74 years,,,,,,,
male,Armenia,1988,75+ years,,,,,,,
male,Armenia,1989,15-24 years,,,,,,,
male,Armenia,1989,25-34 years,,,,,,,
male,Armenia,1989,35-54 years,,,,,,,
male,Armenia,1989,5-14 years,,,,,,,
male,Armenia,1989,55-74 years,,,,,,,
male,Armenia,1989,75+ years,,,,,,,
male,Armenia,1990,15-24 years,3,10,272500,"3,67",632,2256838858,756
male,Armenia,1990,25-34 years,1,16,307100,"5,21",632,2256838858,756
male,Armenia,1990,35-54 years,6,25,332700,"7,51",632,2256838858,756
male,Armenia,1990,5-14 years,3,0,333600,0,632,2256838858,756
male,Armenia,1990,55-74 years,2,11,183800,"5,98",632,2256838858,756
male,Armenia,1990,75+ years,2,2,26900,"7,43",632,2256838858,756
male,Armenia,1991,15-24 years,3,6,295300,"2,03",,2068526522,640
male,Armenia,1991,25-34 years,1,20,313800,"6,37",,2068526522,640
male,Armenia,1991,35-54 years,1,14,348500,"4,02",,2068526522,640
male,Armenia,1991,5-14 years,5,0,366200,0,,2068526522,640
male,Armenia,1991,55-74 years,6,9,203100,"4,43",,2068526522,640
male,Armenia,1991,75+ years,2,5,28800,"17,36",,2068526522,640
male,Armenia,1992,15-24 years,3,9,300300,3,,1272577456,385
male,Armenia,1992,25-34 years,1,15,312600,"4,8",,1272577456,385
male,Armenia,1992,35-54 years,1,22,360400,"6,1",,1272577456,385
male,Armenia,1992,5-14 years,5,0,375300,0,,1272577456,385
male,Armenia,1992,55-74 years,6,15,215100,"6,97",,1272577456,385
male,Armenia,1992,75+ years,2,3,28200,"10,64",,1272577456,385
male,Armenia,1993,15-24 years,3,7,304800,"2,3",,1201313201,357
male,Armenia,1993,25-34 years,1,17,305600,"5,56",,1201313201,357
male,Armenia,1993,35-54 years,1,25,371900,"6,72",,1201313201,357
male,Armenia,1993,5-14 years,5,0,382300,0,,1201313201,357
male,Armenia,1993,55-74 years,6,20,226400,"8,83",,1201313201,357
male,Armenia,1993,75+ years,2,2,28400,"7,04",,1201313201,357
male,Armenia,1994,15-24 years,3,6,308300,"1,95",,1315158670,387
male,Armenia,1994,25-34 years,1,10,297000,"3,37",,1315158670,387
male,Armenia,1994,35-54 years,1,31,382500,"8,1",,1315158670,387
male,Armenia,1994,5-14 years,5,2,385400,"0,52",,1315158670,387
male,Armenia,1994,55-74 years,6,20,235500,"8,49",,1315158670,387
male,Armenia,1994,75+ years,2,7,28200,"24,82",,1315158670,387
male,Armenia,1995,15-24 years,3,10,313600,"3,19",605,1468317350,426
male,Armenia,1995,25-34 years,3,21,289500,"7,25",605,1468317350,426
male,Armenia,1995,35-54 years,1,32,395200,"8,1",605,1468317350,426
male,Armenia,1995,5-14 years,5,1,388200,"0,26",605,1468317350,426
male,Armenia,1995,55-74 years,6,29,242300,"11,97",605,1468317350,426
male,Armenia,1995,75+ years,2,2,28000,"7,14",605,1468317350,426
male,Armenia,1996,15-24 years,3,4,320000,"1,25",,1596968913,458
male,Armenia,1996,25-34 years,3,13,284300,"4,57",,1596968913,458
male,Armenia,1996,35-54 years,1,24,409800,"5,86",,1596968913,458
male,Armenia,1996,5-14 years,5,1,390300,"0,26",,1596968913,458
male,Armenia,1996,55-74 years,6,18,246200,"7,31",,1596968913,458
male,Armenia,1996,75+ years,2,3,27900,"10,75",,1596968913,458
male,Armenia,1997,15-24 years,3,4,327300,"1,22",,1639492424,465
male,Armenia,1997,25-34 years,3,9,282000,"3,19",,1639492424,465
male,Armenia,1997,35-54 years,1,26,426000,"6,1",,1639492424,465
male,Armenia,1997,5-14 years,5,1,389500,"0,26",,1639492424,465
male,Armenia,1997,55-74 years,6,21,246200,"8,53",,1639492424,465
male,Armenia,1997,75+ years,2,1,28500,"3,51",,1639492424,465
male,Armenia,1998,15-24 years,3,4,335100,"1,19",,1893726437,532
male,Armenia,1998,25-34 years,3,6,280200,"2,14",,1893726437,532
male,Armenia,1998,35-54 years,1,20,445000,"4,49",,1893726437,532
male,Armenia,1998,5-14 years,5,0,383700,0,,1893726437,532
male,Armenia,1998,55-74 years,6,16,243300,"6,58",,1893726437,532
male,Armenia,1998,75+ years,2,2,29600,"6,76",,1893726437,532
male,Armenia,1999,15-24 years,3,6,344000,"1,74",,1845482181,515
male,Armenia,1999,25-34 years,3,6,279800,"2,14",,1845482181,515
male,Armenia,1999,35-54 years,1,22,464300,"4,74",,1845482181,515
male,Armenia,1999,5-14 years,5,0,371600,0,,1845482181,515
male,Armenia,1999,55-74 years,6,15,238100,"6,3",,1845482181,515
male,Armenia,1999,75+ years,2,0,32300,0,,1845482181,515
male,Armenia,2000,15-24 years,3,6,358000,"1,68",648,1911563665,530
male,Armenia,2000,25-34 years,3,5,283300,"1,76",648,1911563665,530
male,Armenia,2000,35-54 years,1,18,481100,"3,74",648,1911563665,530
male,Armenia,2000,5-14 years,5,0,348200,0,648,1911563665,530
male,Armenia,2000,55-74 years,6,14,234300,"5,98",648,1911563665,530
male,Armenia,2000,75+ years,2,4,37600,"10,64",648,1911563665,530
male,Armenia,2001,15-24 years,5,4,361248,"1,11",,2118467913,587
male,Armenia,2001,25-34 years,3,2,284346,"0,7",,2118467913,587
male,Armenia,2001,35-54 years,1,19,493922,"3,85",,2118467913,587
male,Armenia,2001,5-14 years,5,3,337767,"0,89",,2118467913,587
male,Armenia,2001,55-74 years,6,17,227605,"7,47",,2118467913,587
male,Armenia,2001,75+ years,6,3,40190,"7,46",,2118467913,587
male,Armenia,2002,15-24 years,5,5,293350,"1,7",,2376335048,788
male,Armenia,2002,25-34 years,3,12,206403,"5,81",,2376335048,788
male,Armenia,2002,35-54 years,1,22,418464,"5,26",,2376335048,788
male,Armenia,2002,5-14 years,5,1,294209,"0,34",,2376335048,788
male,Armenia,2002,55-74 years,6,19,196525,"9,67",,2376335048,788
male,Armenia,2002,75+ years,6,3,29067,"10,32",,2376335048,788
male,Armenia,2003,15-24 years,5,1,300902,"0,33",,2807061009,928
male,Armenia,2003,25-34 years,3,10,210715,"4,75",,2807061009,928
male,Armenia,2003,35-54 years,1,21,423001,"4,96",,2807061009,928
male,Armenia,2003,5-14 years,5,1,283952,"0,35",,2807061009,928
male,Armenia,2003,55-74 years,6,14,194165,"7,21",,2807061009,928
male,Armenia,2003,75+ years,6,3,32495,"9,23",,2807061009,928
male,Armenia,2004,15-24 years,,,,,,,
male,Armenia,2004,25-34 years,,,,,,,
male,Armenia,2004,35-54 years,,,,,,,
male,Armenia,2004,5-14 years,,,,,,,
male,Armenia,2004,55-74 years,,,,,,,
male,Armenia,2004,75+ years,,,,,,,
male,Armenia,2005,15-24 years,,,,,,,
male,Armenia,2005,25-34 years,,,,,,,
male,Armenia,2005,35-54 years,,,,,,,
male,Armenia,2005,5-14 years,,,,,,,
male,Armenia,2005,55-74 years,,,,,,,
male,Armenia,2005,75+ years,,,,,,,
male,Armenia,2006,15-24 years,5,10,276127,"3,62",,6384451606,2310
male,Armenia,2006,25-34 years,3,6,188382,"3,19",,6384451606,2310
male,Armenia,2006,35-54 years,1,17,367346,"4,63",,6384451606,2310
male,Armenia,2006,5-14 years,5,1,221941,"0,45",,6384451606,2310
male,Armenia,2006,55-74 years,6,21,184526,"11,38",,6384451606,2310
male,Armenia,2006,75+ years,6,6,48123,"12,47",,6384451606,2310
male,Armenia,2007,15-24 years,5,7,272188,"2,57",,9206301700,3366
male,Armenia,2007,25-34 years,3,4,191561,"2,09",,9206301700,3366
male,Armenia,2007,35-54 years,1,19,362189,"5,25",,9206301700,3366
male,Armenia,2007,5-14 years,4,1,210620,"0,47",,9206301700,3366
male,Armenia,2007,55-74 years,6,13,185290,"7,02",,9206301700,3366
male,Armenia,2007,75+ years,6,7,49296,"14,2",,9206301700,3366
